TEAM_NAME,FG3_PCT,FG3A,SEASON_YEAR,Total_Wins,TEAM FTA,TEAM FT_PCT,TEAM REB,TEAM AST,TEAM TOV,TEAM STL,TEAM PLUS_MINUS
Atlanta Hawks,0.35979268292682925,25.804878048780488,2013-2014,38,21.73170731707317,0.7829634146341464,39.97560975609756,24.890243902439025,15.25609756097561,8.292682926829269,-0.47560975609756095
Boston Celtics,0.3271707317073171,21.085365853658537,2013-2014,25,20.804878048780488,0.7854146341463414,42.5,21.048780487804876,15.378048780487806,7.121951219512195,-4.463414634146342
Brooklyn Nets,0.3616341463414634,23.4390243902439,2013-2014,44,24.414634146341463,0.7544024390243902,38.146341463414636,20.902439024390244,14.524390243902438,8.597560975609756,-1.0
Charlotte Bobcats,0.3495853658536585,17.9390243902439,2013-2014,43,24.390243902439025,0.7388536585365854,42.68292682926829,21.682926829268293,12.317073170731707,6.085365853658536,-0.21951219512195122
Chicago Bulls,0.34659756097560973,17.79268292682927,2013-2014,48,23.26829268292683,0.7811219512195122,44.146341463414636,22.682926829268293,14.914634146341463,7.2439024390243905,1.853658536585366
Cleveland Cavaliers,0.35476829268292687,20.0,2013-2014,33,22.695121951219512,0.7495,44.1219512195122,21.195121951219512,14.182926829268293,7.060975609756097,-3.292682926829268
Dallas Mavericks,0.3818048780487805,22.890243902439025,2013-2014,49,21.134146341463413,0.7888292682926829,40.90243902439025,23.597560975609756,13.536585365853659,8.585365853658537,2.402439024390244
Denver Nuggets,0.3571951219512195,23.890243902439025,2013-2014,36,26.26829268292683,0.7271097560975609,45.4390243902439,22.414634146341463,15.914634146341463,7.5,-2.1463414634146343
Detroit Pistons,0.31246341463414634,19.26829268292683,2013-2014,29,25.74390243902439,0.6686341463414635,45.3780487804878,20.902439024390244,14.548780487804878,8.378048780487806,-3.658536585365854
Golden State Warriors,0.3790487804878049,24.841463414634145,2013-2014,51,21.109756097560975,0.7560487804878049,45.30487804878049,23.317073170731707,15.207317073170731,7.829268292682927,4.804878048780488
Houston Rockets,0.35659756097560974,26.573170731707318,2013-2014,54,31.085365853658537,0.7139024390243902,45.329268292682926,21.402439024390244,16.134146341463413,7.573170731707317,4.560975609756097
Indiana Pacers,0.3563170731707317,18.804878048780488,2013-2014,56,23.25609756097561,0.7791341463414635,44.69512195121951,20.134146341463413,15.085365853658537,6.7073170731707314,4.402439024390244
Los Angeles Clippers,0.35125609756097564,23.975609756097562,2013-2014,57,29.073170731707318,0.7315609756097561,43.0,24.585365853658537,13.853658536585366,8.573170731707316,6.975609756097561
Los Angeles Lakers,0.3770731707317073,24.78048780487805,2013-2014,27,22.378048780487806,0.7579512195121951,41.03658536585366,24.463414634146343,15.109756097560975,7.451219512195122,-6.2926829268292686
Memphis Grizzlies,0.35191463414634144,13.987804878048781,2013-2014,50,20.317073170731707,0.7363414634146341,42.390243902439025,21.853658536585368,13.707317073170731,7.695121951219512,1.5731707317073171
Miami Heat,0.36415853658536584,22.304878048780488,2013-2014,54,22.975609756097562,0.7634634146341464,36.8780487804878,22.524390243902438,14.78048780487805,8.926829268292684,4.7560975609756095
Milwaukee Bucks,0.3565243902439024,18.9390243902439,2013-2014,15,22.475609756097562,0.7448536585365854,41.09756097560975,21.463414634146343,15.097560975609756,6.597560975609756,-8.182926829268293
Minnesota Timberwolves,0.3382195121951219,21.426829268292682,2013-2014,40,28.0609756097561,0.7811341463414634,44.73170731707317,23.9390243902439,13.926829268292684,8.75609756097561,2.6707317073170733
New Orleans Pelicans,0.3725,15.890243902439025,2013-2014,34,23.609756097560975,0.7717682926829269,41.69512195121951,21.28048780487805,13.768292682926829,7.890243902439025,-2.707317073170732
New York Knicks,0.3689390243902439,24.853658536585368,2013-2014,37,20.365853658536587,0.7599268292682927,40.329268292682926,20.01219512195122,12.963414634146341,7.695121951219512,-0.7926829268292683
Oklahoma City Thunder,0.3644390243902439,22.426829268292682,2013-2014,59,25.024390243902438,0.804109756097561,44.73170731707317,21.878048780487806,15.317073170731707,8.268292682926829,6.341463414634147
Orlando Magic,0.35365853658536583,19.463414634146343,2013-2014,23,20.902439024390244,0.7645243902439025,42.048780487804876,21.048780487804876,14.902439024390244,7.682926829268292,-5.439024390243903
Philadelphia 76ers,0.3126951219512195,22.524390243902438,2013-2014,19,23.390243902439025,0.7074634146341463,42.74390243902439,21.841463414634145,16.878048780487806,9.329268292682928,-10.451219512195122
Phoenix Suns,0.37558536585365854,25.0609756097561,2013-2014,48,24.4390243902439,0.7515487804878049,43.03658536585366,19.0609756097561,15.341463414634147,8.390243902439025,2.6341463414634148
Portland Trail Blazers,0.37065853658536585,25.25609756097561,2013-2014,54,23.48780487804878,0.8152195121951219,46.4390243902439,23.21951219512195,13.71951219512195,5.536585365853658,3.9878048780487805
Sacramento Kings,0.32820731707317075,17.98780487804878,2013-2014,28,27.28048780487805,0.7583780487804878,44.46341463414634,18.865853658536587,15.231707317073171,7.158536585365853,-2.902439024390244
San Antonio Spurs,0.3970975609756097,21.426829268292682,2013-2014,62,20.024390243902438,0.7806341463414634,43.26829268292683,25.170731707317074,14.390243902439025,7.365853658536586,7.719512195121951
Toronto Raptors,0.3703170731707317,23.378048780487806,2013-2014,48,25.0609756097561,0.7801829268292683,42.52439024390244,21.182926829268293,14.134146341463415,7.036585365853658,3.2439024390243905
Utah Jazz,0.3440731707317073,19.23170731707317,2013-2014,25,21.98780487804878,0.747780487804878,41.23170731707317,20.29268292682927,14.634146341463415,6.951219512195122,-7.170731707317073
