TEAM_NAME,FG3_PCT,FG3A,SEASON_YEAR,Total_Wins,TEAM FTA,TEAM FT_PCT,TEAM REB,TEAM AST,TEAM TOV,TEAM STL,TEAM PLUS_MINUS
Atlanta Hawks,0.35164634146341467,28.365853658536587,2015-2016,48,19.975609756097562,0.7780121951219512,42.08536585365854,25.609756097560975,14.951219512195122,9.109756097560975,3.6097560975609757
Boston Celtics,0.3353048780487805,26.121951219512194,2015-2016,48,23.524390243902438,0.7886951219512195,44.91463414634146,24.158536585365855,13.74390243902439,9.170731707317072,3.207317073170732
Brooklyn Nets,0.3484390243902439,18.390243902439025,2015-2016,21,20.71951219512195,0.7521341463414634,42.40243902439025,22.304878048780488,14.78048780487805,7.646341463414634,-7.353658536585366
Charlotte Hornets,0.36154878048780487,29.390243902439025,2015-2016,48,23.670731707317074,0.7951951219512196,43.9390243902439,21.682926829268293,12.548780487804878,7.2560975609756095,2.7195121951219514
Chicago Bulls,0.3688780487804878,21.378048780487806,2015-2016,42,20.975609756097562,0.7820121951219512,46.292682926829265,22.804878048780488,13.914634146341463,6.036585365853658,-1.475609756097561
Cleveland Cavaliers,0.3624512195121951,29.609756097560975,2015-2016,57,21.74390243902439,0.7491463414634146,44.51219512195122,22.695121951219512,13.585365853658537,6.719512195121951,6.0
Dallas Mavericks,0.3430121951219512,28.5609756097561,2015-2016,42,22.329268292682926,0.7929878048780489,43.073170731707314,22.109756097560975,12.768292682926829,6.829268292682927,-0.3048780487804878
Denver Nuggets,0.33682926829268295,23.695121951219512,2015-2016,33,24.073170731707318,0.7698292682926829,44.6219512195122,22.658536585365855,14.658536585365853,7.426829268292683,-3.097560975609756
Detroit Pistons,0.34379268292682924,26.195121951219512,2015-2016,44,25.548780487804876,0.675170731707317,46.31707317073171,19.4390243902439,13.536585365853659,6.987804878048781,0.6097560975609756
Golden State Warriors,0.41423170731707315,31.609756097560975,2015-2016,73,21.829268292682926,0.7678414634146341,46.19512195121951,28.9390243902439,15.182926829268293,8.402439024390244,10.75609756097561
Houston Rockets,0.34806097560975613,30.890243902439025,2015-2016,41,29.353658536585368,0.699560975609756,43.0609756097561,22.20731707317073,15.939024390243903,10.012195121951219,0.1951219512195122
Indiana Pacers,0.3488292682926829,23.036585365853657,2015-2016,45,22.829268292682926,0.7633292682926829,44.21951219512195,21.23170731707317,14.865853658536585,9.048780487804878,1.7073170731707317
LA Clippers,0.36517073170731706,26.70731707317073,2015-2016,53,26.24390243902439,0.7067682926829268,42.048780487804876,22.841463414634145,12.963414634146341,8.646341463414634,4.280487804878049
Los Angeles Lakers,0.3178658536585366,24.585365853658537,2015-2016,17,24.73170731707317,0.7784634146341464,42.96341463414634,18.024390243902438,13.707317073170731,7.2317073170731705,-9.560975609756097
Memphis Grizzlies,0.3276829268292683,18.548780487804876,2015-2016,42,24.682926829268293,0.7815731707317073,41.6219512195122,20.695121951219512,13.292682926829269,8.829268292682928,-2.2439024390243905
Miami Heat,0.333109756097561,18.048780487804876,2015-2016,48,23.036585365853657,0.7478780487804878,44.1219512195122,20.841463414634145,14.085365853658537,6.7439024390243905,1.646341463414634
Milwaukee Bucks,0.34486585365853656,15.573170731707316,2015-2016,33,22.71951219512195,0.747,41.670731707317074,23.109756097560975,15.207317073170731,8.195121951219512,-4.182926829268292
Minnesota Timberwolves,0.33551219512195124,16.426829268292682,2015-2016,29,26.98780487804878,0.7951341463414633,41.5609756097561,23.365853658536587,15.012195121951219,8.0,-3.5365853658536586
New Orleans Pelicans,0.3576341463414634,23.79268292682927,2015-2016,30,22.23170731707317,0.7792560975609756,42.609756097560975,22.170731707317074,13.439024390243903,7.719512195121951,-3.792682926829268
New York Knicks,0.34296341463414637,21.48780487804878,2015-2016,32,21.378048780487806,0.8104024390243902,44.36585365853659,20.51219512195122,13.402439024390244,5.695121951219512,-2.731707317073171
Oklahoma City Thunder,0.35,23.71951219512195,2015-2016,55,25.20731707317073,0.7862926829268293,48.6219512195122,22.963414634146343,15.914634146341463,7.353658536585366,7.280487804878049
Orlando Magic,0.3497560975609756,22.170731707317074,2015-2016,35,20.109756097560975,0.7581585365853658,43.31707317073171,23.573170731707318,14.085365853658537,8.207317073170731,-1.6219512195121952
Philadelphia 76ers,0.3374390243902439,27.5,2015-2016,10,22.5609756097561,0.697670731707317,41.24390243902439,21.524390243902438,16.378048780487806,8.292682926829269,-10.231707317073171
Phoenix Suns,0.34436585365853656,25.829268292682926,2015-2016,23,23.23170731707317,0.7465731707317074,44.829268292682926,20.74390243902439,17.195121951219512,7.7073170731707314,-6.658536585365853
Portland Trail Blazers,0.36885365853658536,28.48780487804878,2015-2016,44,23.036585365853657,0.7517439024390244,45.48780487804878,21.317073170731707,14.634146341463415,6.853658536585366,0.8292682926829268
Sacramento Kings,0.36029268292682926,22.426829268292682,2015-2016,33,25.475609756097562,0.7194024390243903,44.24390243902439,24.5,16.170731707317074,8.939024390243903,-2.475609756097561
San Antonio Spurs,0.3796951219512195,18.51219512195122,2015-2016,67,20.390243902439025,0.8077926829268294,43.91463414634146,24.51219512195122,13.060975609756097,8.25609756097561,10.634146341463415
Toronto Raptors,0.3662560975609756,23.353658536585368,2015-2016,56,26.70731707317073,0.7785121951219512,43.41463414634146,18.73170731707317,13.085365853658537,7.7560975609756095,4.5
Utah Jazz,0.3560731707317073,23.853658536585368,2015-2016,40,22.98780487804878,0.7450487804878049,43.23170731707317,18.951219512195124,14.926829268292684,7.695121951219512,1.7926829268292683
Washington Wizards,0.35821951219512194,24.182926829268293,2015-2016,41,22.548780487804876,0.7334999999999999,41.84146341463415,24.451219512195124,14.463414634146341,8.634146341463415,-0.5
