season_year,personName,personId,plusMinusPoints,minutes,points,assists,fieldGoalsPercentage
2021-22,Aaron Wiggins,1630598,6,23.5,6.0,0.5,0.3335
2021-22,Aaron Wiggins,1630598,7,24.5,12.5,2.5,0.5835
2021-22,Aaron Wiggins,1630598,8,28.0,7.0,2.0,0.375
2021-22,Aaron Wiggins,1630598,13,25.0,14.0,0.0,0.625
2021-22,Aaron Wiggins,1630598,15,26.0,11.0,1.5,0.5
2021-22,Admiral Schofield,1629678,-26,22.0,6.0,2.0,0.25
2021-22,Admiral Schofield,1629678,-18,20.0,10.0,1.0,0.5
2021-22,Admiral Schofield,1629678,-8,26.0,6.0,1.0,0.429
2021-22,Admiral Schofield,1629678,-4,20.0,7.0,0.0,0.667
2021-22,Admiral Schofield,1629678,6,20.0,5.0,1.0,0.5
2021-22,Admiral Schofield,1629678,10,21.0,8.0,0.0,0.5
2021-22,Admiral Schofield,1629678,12,22.0,6.0,3.0,0.4
2021-22,Admiral Schofield,1629678,14,25.0,8.0,2.0,1.0
2021-22,Al Horford,201143,-29,25.0,4.0,1.0,0.25
2021-22,Al Horford,201143,-20,24.0,8.0,3.0,0.375
2021-22,Al Horford,201143,-19,29.0,9.0,3.0,0.25
2021-22,Al Horford,201143,-18,34.0,21.0,9.0,0.533
2021-22,Al Horford,201143,-14,33.0,6.0,4.0,0.333
2021-22,Al Horford,201143,-10,28.666666666666668,13.0,2.3333333333333335,0.47400000000000003
2021-22,Al Horford,201143,-7,24.0,11.0,2.0,0.417
2021-22,Al Horford,201143,-6,24.0,10.0,2.0,0.455
2021-22,Al Horford,201143,-5,27.0,6.5,6.0,0.25
2021-22,Al Horford,201143,-4,26.0,14.0,3.0,0.455
2021-22,Al Horford,201143,-3,29.5,18.0,4.5,0.678
2021-22,Al Horford,201143,-2,32.333333333333336,12.333333333333334,4.333333333333333,0.5803333333333333
2021-22,Al Horford,201143,-1,31.0,10.5,1.0,0.46099999999999997
2021-22,Al Horford,201143,0,24.0,8.0,3.0,0.5
2021-22,Al Horford,201143,1,30.333333333333332,13.0,3.6666666666666665,0.48066666666666663
2021-22,Al Horford,201143,2,31.5,9.0,2.5,0.375
2021-22,Al Horford,201143,4,29.428571428571427,8.428571428571429,4.0,0.4248571428571429
2021-22,Al Horford,201143,5,28.0,8.0,2.0,0.5835
2021-22,Al Horford,201143,6,29.5,10.0,3.5,0.49250000000000005
2021-22,Al Horford,201143,8,27.0,11.0,4.0,0.5346666666666666
2021-22,Al Horford,201143,9,33.5,5.0,4.0,0.15
2021-22,Al Horford,201143,10,31.5,13.0,3.5,0.43900000000000006
2021-22,Al Horford,201143,11,34.0,11.0,7.0,0.5
2021-22,Al Horford,201143,12,34.0,10.0,3.0,0.5
2021-22,Al Horford,201143,13,25.0,9.0,1.0,0.7083333333333334
2021-22,Al Horford,201143,14,26.0,12.0,7.0,0.333
2021-22,Al Horford,201143,16,36.0,8.0,3.0,0.667
2021-22,Al Horford,201143,17,27.0,8.0,4.0,0.5
2021-22,Al Horford,201143,18,34.0,19.0,3.0,0.4165
2021-22,Al Horford,201143,19,22.0,3.0,2.0,0.111
2021-22,Al Horford,201143,20,31.0,9.0,3.0,0.6
2021-22,Al Horford,201143,22,24.0,11.0,4.0,0.444
2021-22,Al Horford,201143,23,30.0,11.5,1.5,0.7
2021-22,Al Horford,201143,24,31.0,14.0,2.0,0.444
2021-22,Al Horford,201143,25,32.5,10.5,3.0,0.472
2021-22,Al Horford,201143,26,28.0,13.0,5.0,0.5
2021-22,Al Horford,201143,31,22.0,9.0,7.0,0.375
2021-22,Al Horford,201143,34,29.0,10.0,6.0,0.444
2021-22,Alec Burks,202692,-19,33.0,6.0,0.0,0.333
2021-22,Alec Burks,202692,-17,31.0,15.0,1.0,0.375
2021-22,Alec Burks,202692,-16,31.0,11.5,0.5,0.3185
2021-22,Alec Burks,202692,-14,32.5,7.0,5.5,0.202
2021-22,Alec Burks,202692,-13,27.0,11.0,1.0,0.333
2021-22,Alec Burks,202692,-12,32.0,14.0,2.5,0.4655
2021-22,Alec Burks,202692,-11,37.0,21.5,5.0,0.487
2021-22,Alec Burks,202692,-10,34.333333333333336,14.333333333333334,2.6666666666666665,0.325
2021-22,Alec Burks,202692,-9,27.666666666666668,10.666666666666666,2.0,0.5133333333333333
2021-22,Alec Burks,202692,-8,20.0,8.0,4.0,0.25
2021-22,Alec Burks,202692,-7,33.666666666666664,12.0,3.6666666666666665,0.29533333333333334
2021-22,Alec Burks,202692,-6,28.0,15.5,3.5,0.5315
2021-22,Alec Burks,202692,-5,24.666666666666668,10.333333333333334,2.6666666666666665,0.333
2021-22,Alec Burks,202692,-4,29.0,13.0,0.0,0.5
2021-22,Alec Burks,202692,-3,29.5,15.0,2.0,0.5835
2021-22,Alec Burks,202692,-2,37.0,3.0,7.0,0.1
2021-22,Alec Burks,202692,-1,36.0,1.0,5.0,0.0
2021-22,Alec Burks,202692,1,27.0,15.0,3.5,0.5895
2021-22,Alec Burks,202692,2,29.333333333333332,15.333333333333334,2.0,0.4373333333333333
2021-22,Alec Burks,202692,3,29.0,12.666666666666666,2.0,0.3203333333333333
2021-22,Alec Burks,202692,4,25.0,15.0,4.0,0.5236666666666666
2021-22,Alec Burks,202692,7,30.5,8.5,4.5,0.2925
2021-22,Alec Burks,202692,8,33.5,11.5,3.0,0.30000000000000004
2021-22,Alec Burks,202692,9,23.0,11.0,1.6666666666666667,0.35533333333333333
2021-22,Alec Burks,202692,10,34.5,20.5,1.5,0.487
2021-22,Alec Burks,202692,11,35.0,17.0,8.0,0.5
2021-22,Alec Burks,202692,12,35.0,16.0,6.0,0.556
2021-22,Alec Burks,202692,13,36.0,11.0,3.0,0.3
2021-22,Alec Burks,202692,15,33.0,17.0,3.0,0.455
2021-22,Alec Burks,202692,18,27.0,10.0,2.0,0.333
2021-22,Alec Burks,202692,24,37.0,7.5,6.0,0.39649999999999996
2021-22,Alec Burks,202692,25,29.0,13.5,4.5,0.389
2021-22,Alec Burks,202692,26,36.0,12.5,5.5,0.265
2021-22,Alec Burks,202692,28,26.0,34.0,2.0,0.706
2021-22,Alec Burks,202692,44,32.0,19.0,6.0,0.857
2021-22,Aleem Ford,1630758,-12,21.0,4.0,1.0,0.333
2021-22,Aleksej Pokusevski,1630197,-13,27.5,15.0,6.5,0.4545
2021-22,Aleksej Pokusevski,1630197,-12,26.0,12.0,2.0,0.4
2021-22,Aleksej Pokusevski,1630197,-11,25.0,9.0,5.0,0.333
2021-22,Aleksej Pokusevski,1630197,-8,31.5,14.0,3.0,0.5975
2021-22,Aleksej Pokusevski,1630197,-7,20.0,7.0,2.0,0.6
2021-22,Aleksej Pokusevski,1630197,-3,26.0,12.0,3.0,0.556
2021-22,Aleksej Pokusevski,1630197,-2,31.0,11.0,4.0,0.354
2021-22,Aleksej Pokusevski,1630197,-1,23.0,4.0,3.0,0.2
2021-22,Aleksej Pokusevski,1630197,0,25.0,12.5,1.0,0.518
2021-22,Aleksej Pokusevski,1630197,2,27.666666666666668,13.0,6.0,0.4026666666666667
2021-22,Aleksej Pokusevski,1630197,4,27.0,10.0,4.0,0.375
2021-22,Aleksej Pokusevski,1630197,5,21.0,3.0,2.0,0.333
2021-22,Aleksej Pokusevski,1630197,6,41.0,11.0,11.0,0.364
2021-22,Aleksej Pokusevski,1630197,7,28.0,9.0,1.0,0.333
2021-22,Aleksej Pokusevski,1630197,8,27.0,16.0,1.0,0.714
2021-22,Aleksej Pokusevski,1630197,10,23.5,10.5,2.0,0.35250000000000004
2021-22,Aleksej Pokusevski,1630197,13,29.0,6.0,4.0,0.3
2021-22,Aleksej Pokusevski,1630197,17,31.0,7.0,5.0,0.15
2021-22,Aleksej Pokusevski,1630197,21,29.0,9.0,3.0,0.444
2021-22,Alex Caruso,1627936,-21,27.0,11.0,2.0,0.429
2021-22,Alex Caruso,1627936,-19,25.0,8.0,3.0,0.429
2021-22,Alex Caruso,1627936,-16,23.0,2.0,6.5,0.2
2021-22,Alex Caruso,1627936,-14,32.0,9.0,4.0,0.429
2021-22,Alex Caruso,1627936,-13,25.0,2.0,1.0,0.2
2021-22,Alex Caruso,1627936,-11,28.0,3.0,4.5,0.2
2021-22,Alex Caruso,1627936,-10,27.0,6.0,2.0,0.286
2021-22,Alex Caruso,1627936,-9,22.5,3.5,3.5,0.25
2021-22,Alex Caruso,1627936,-7,30.5,6.0,2.0,0.3125
2021-22,Alex Caruso,1627936,-6,32.0,15.0,2.0,0.6
2021-22,Alex Caruso,1627936,-4,27.0,6.0,5.0,0.4
2021-22,Alex Caruso,1627936,-3,22.0,16.0,1.0,0.857
2021-22,Alex Caruso,1627936,-2,25.0,14.0,7.0,0.714
2021-22,Alex Caruso,1627936,-1,31.0,6.0,6.0,0.5
2021-22,Alex Caruso,1627936,1,30.0,3.0,2.0,0.25
2021-22,Alex Caruso,1627936,2,23.0,7.0,4.0,0.273
2021-22,Alex Caruso,1627936,3,34.0,22.0,6.0,0.75
2021-22,Alex Caruso,1627936,5,37.0,12.0,9.0,0.333
2021-22,Alex Caruso,1627936,7,32.0,10.0,6.0,0.4
2021-22,Alex Caruso,1627936,8,37.0,17.0,2.0,0.545
2021-22,Alex Caruso,1627936,9,26.5,7.5,3.5,0.45825
2021-22,Alex Caruso,1627936,15,33.0,7.0,7.0,0.375
2021-22,Alex Caruso,1627936,16,38.0,7.0,5.0,0.182
2021-22,Alex Caruso,1627936,17,31.0,7.0,5.0,0.286
2021-22,Alex Caruso,1627936,18,30.0,9.5,4.5,0.425
2021-22,Alex Caruso,1627936,21,26.5,7.5,6.0,0.34299999999999997
2021-22,Alex Caruso,1627936,22,28.0,9.0,3.0,0.571
2021-22,Alex Caruso,1627936,28,34.0,0.0,5.0,0.0
2021-22,Alex Caruso,1627936,38,25.0,4.0,3.0,0.4
2021-22,Alex Len,203458,-23,23.0,5.0,1.0,0.4
2021-22,Alex Len,203458,-12,22.0,8.0,0.0,0.5
2021-22,Alex Len,203458,-9,23.0,4.0,1.0,0.154
2021-22,Alex Len,203458,-7,21.0,12.0,0.0,0.5
2021-22,Alex Len,203458,-6,22.0,15.0,2.0,0.75
2021-22,Alex Len,203458,-5,23.0,16.0,0.0,0.538
2021-22,Alex Len,203458,1,20.0,6.0,2.0,0.75
2021-22,Alex Len,203458,2,23.5,11.5,2.5,0.6515
2021-22,Alex Len,203458,6,36.0,12.0,0.0,0.5
2021-22,Alex Len,203458,16,20.0,12.0,2.0,0.667
2021-22,Alfonzo McKinnie,1628035,-31,29.0,6.0,1.0,0.333
2021-22,Alfonzo McKinnie,1628035,-8,27.0,4.0,1.0,0.333
2021-22,Alfonzo McKinnie,1628035,9,29.0,16.0,1.0,0.6
2021-22,Alize Johnson,1628993,-8,21.0,9.0,0.0,0.5
2021-22,Alperen Sengun,1630578,-23,23.0,10.0,4.0,0.667
2021-22,Alperen Sengun,1630578,-22,20.0,0.0,4.0,0.0
2021-22,Alperen Sengun,1630578,-19,22.0,10.0,5.0,0.4
2021-22,Alperen Sengun,1630578,-18,21.0,14.0,2.0,0.5
2021-22,Alperen Sengun,1630578,-17,34.0,9.0,8.0,0.333
2021-22,Alperen Sengun,1630578,-16,24.0,14.0,2.0,0.48350000000000004
2021-22,Alperen Sengun,1630578,-15,30.0,13.0,3.0,0.455
2021-22,Alperen Sengun,1630578,-14,22.0,11.0,1.0,0.5
2021-22,Alperen Sengun,1630578,-12,28.0,12.666666666666666,4.333333333333333,0.45166666666666666
2021-22,Alperen Sengun,1630578,-11,23.0,14.0,1.0,0.385
2021-22,Alperen Sengun,1630578,-9,26.5,8.0,3.0,0.4165
2021-22,Alperen Sengun,1630578,-8,23.0,14.0,0.0,0.417
2021-22,Alperen Sengun,1630578,-7,22.0,12.0,3.0,0.714
2021-22,Alperen Sengun,1630578,-6,28.5,9.5,3.5,0.5569999999999999
2021-22,Alperen Sengun,1630578,-5,24.5,8.0,4.0,0.3165
2021-22,Alperen Sengun,1630578,-3,20.0,11.0,2.0,0.429
2021-22,Alperen Sengun,1630578,-2,25.0,6.0,4.0,0.429
2021-22,Alperen Sengun,1630578,-1,26.5,13.5,3.5,0.625
2021-22,Alperen Sengun,1630578,0,21.0,13.0,1.0,0.4
2021-22,Alperen Sengun,1630578,1,21.0,15.0,0.0,0.444
2021-22,Alperen Sengun,1630578,2,22.0,6.0,4.0,0.5
2021-22,Alperen Sengun,1630578,3,22.0,15.0,6.0,0.625
2021-22,Alperen Sengun,1630578,6,39.0,21.0,2.0,0.45
2021-22,Alperen Sengun,1630578,7,23.0,10.0,3.0,0.5
2021-22,Alperen Sengun,1630578,9,20.0,8.0,7.0,0.5
2021-22,Alperen Sengun,1630578,11,26.0,13.0,3.0,0.46099999999999997
2021-22,Alperen Sengun,1630578,13,23.5,18.0,3.5,0.5
2021-22,Alperen Sengun,1630578,15,24.0,11.0,4.0,0.4
2021-22,Alperen Sengun,1630578,20,24.0,9.0,3.0,0.5
2021-22,Amir Coffey,1629599,-30,24.0,10.0,0.0,0.364
2021-22,Amir Coffey,1629599,-23,25.0,5.0,5.0,0.286
2021-22,Amir Coffey,1629599,-20,33.5,14.5,3.0,0.55
2021-22,Amir Coffey,1629599,-17,30.0,2.0,0.0,0.167
2021-22,Amir Coffey,1629599,-15,39.0,19.0,2.0,0.35
2021-22,Amir Coffey,1629599,-14,34.0,11.5,1.5,0.47750000000000004
2021-22,Amir Coffey,1629599,-13,25.0,8.5,0.5,0.5895
2021-22,Amir Coffey,1629599,-9,27.0,12.0,1.5,0.4355
2021-22,Amir Coffey,1629599,-8,32.0,8.5,3.0,0.273
2021-22,Amir Coffey,1629599,-6,25.5,11.5,3.0,0.4285
2021-22,Amir Coffey,1629599,-5,25.0,10.666666666666666,1.6666666666666667,0.541
2021-22,Amir Coffey,1629599,-4,25.5,7.5,1.5,0.3145
2021-22,Amir Coffey,1629599,-3,28.0,9.0,2.0,0.333
2021-22,Amir Coffey,1629599,-2,27.25,14.0,1.75,0.5045
2021-22,Amir Coffey,1629599,0,25.5,11.0,2.5,0.653
2021-22,Amir Coffey,1629599,1,26.0,7.0,1.5,0.268
2021-22,Amir Coffey,1629599,4,23.5,8.5,1.0,0.5835
2021-22,Amir Coffey,1629599,5,26.0,8.0,2.0,0.5
2021-22,Amir Coffey,1629599,6,38.5,15.0,3.5,0.47250000000000003
2021-22,Amir Coffey,1629599,8,23.0,3.0,1.0,0.333
2021-22,Amir Coffey,1629599,9,31.0,12.5,3.0,0.556
2021-22,Amir Coffey,1629599,12,34.0,19.0,5.0,0.417
2021-22,Amir Coffey,1629599,13,35.0,16.0,7.0,0.6
2021-22,Amir Coffey,1629599,15,30.5,21.0,2.5,0.595
2021-22,Amir Coffey,1629599,16,33.0,21.0,3.0,0.667
2021-22,Amir Coffey,1629599,21,25.0,3.0,2.0,0.5
2021-22,Amir Coffey,1629599,24,24.0,5.0,2.0,0.333
2021-22,Amir Coffey,1629599,40,42.0,35.0,5.0,0.591
2021-22,Amir Coffey,1629599,41,42.0,32.0,7.0,0.625
2021-22,Andre Drummond,203083,-13,20.0,6.0,3.0,0.429
2021-22,Andre Drummond,203083,-12,30.0,9.0,2.5,0.3075
2021-22,Andre Drummond,203083,-11,21.0,14.0,1.0,0.875
2021-22,Andre Drummond,203083,-8,26.5,13.0,1.5,0.7915
2021-22,Andre Drummond,203083,-6,28.0,4.0,1.0,0.4
2021-22,Andre Drummond,203083,-5,38.0,14.0,1.0,0.556
2021-22,Andre Drummond,203083,-2,29.0,4.0,3.5,0.375
2021-22,Andre Drummond,203083,-1,34.5,17.0,2.5,0.8634999999999999
2021-22,Andre Drummond,203083,1,23.0,17.0,1.0,0.6
2021-22,Andre Drummond,203083,4,23.0,15.5,2.0,0.49650000000000005
2021-22,Andre Drummond,203083,9,23.0,15.0,2.0,0.636
2021-22,Andre Drummond,203083,11,30.0,11.0,2.0,0.333
2021-22,Andre Drummond,203083,12,24.0,12.0,1.0,0.5845
2021-22,Andre Drummond,203083,14,27.0,15.0,1.0,0.778
2021-22,Andre Drummond,203083,15,33.0,14.0,7.0,0.455
2021-22,Andre Drummond,203083,16,20.0,7.0,2.0,0.5
2021-22,Andre Drummond,203083,19,31.0,9.0,3.0,0.375
2021-22,Andre Drummond,203083,20,29.0,17.0,5.0,0.778
2021-22,Andre Drummond,203083,23,24.0,11.0,4.0,0.571
2021-22,Andre Iguodala,2738,-26,20.0,0.0,1.0,0.0
2021-22,Andre Iguodala,2738,-12,20.0,0.0,2.0,0.0
2021-22,Andre Iguodala,2738,-11,24.0,0.0,3.0,0.0
2021-22,Andre Iguodala,2738,-9,24.0,1.5,3.0,0.1
2021-22,Andre Iguodala,2738,1,20.0,5.0,7.0,0.667
2021-22,Andre Iguodala,2738,8,22.0,12.0,2.0,0.571
2021-22,Andre Iguodala,2738,10,24.0,12.0,6.0,0.556
2021-22,Andre Iguodala,2738,12,23.0,12.0,8.0,0.714
2021-22,Andre Iguodala,2738,13,23.0,4.0,3.0,1.0
2021-22,Andre Iguodala,2738,15,24.0,4.0,5.0,0.222
2021-22,Andre Iguodala,2738,16,25.0,6.333333333333333,5.666666666666667,0.46199999999999997
2021-22,Andre Iguodala,2738,19,24.0,0.0,8.0,0.0
2021-22,Andrew Wiggins,203952,-23,30.0,11.0,1.0,0.333
2021-22,Andrew Wiggins,203952,-19,29.0,10.0,2.0,0.333
2021-22,Andrew Wiggins,203952,-15,27.0,16.0,1.0,0.545
2021-22,Andrew Wiggins,203952,-14,23.0,10.5,2.0,0.4495
2021-22,Andrew Wiggins,203952,-13,30.0,12.0,4.0,0.385
2021-22,Andrew Wiggins,203952,-12,29.5,13.5,2.5,0.45
2021-22,Andrew Wiggins,203952,-10,38.0,11.0,2.0,0.333
2021-22,Andrew Wiggins,203952,-9,29.333333333333332,14.0,3.3333333333333335,0.4523333333333333
2021-22,Andrew Wiggins,203952,-8,31.0,21.0,1.0,0.412
2021-22,Andrew Wiggins,203952,-7,33.666666666666664,14.0,1.0,0.3236666666666667
2021-22,Andrew Wiggins,203952,-6,34.0,15.0,1.0,0.467
2021-22,Andrew Wiggins,203952,-5,31.75,15.25,3.25,0.4435
2021-22,Andrew Wiggins,203952,-4,32.5,20.5,2.0,0.5245
2021-22,Andrew Wiggins,203952,-2,34.0,23.0,0.0,0.571
2021-22,Andrew Wiggins,203952,-1,31.5,10.5,4.0,0.375
2021-22,Andrew Wiggins,203952,0,35.0,17.0,1.5,0.4525
2021-22,Andrew Wiggins,203952,1,32.333333333333336,14.666666666666666,2.6666666666666665,0.3526666666666667
2021-22,Andrew Wiggins,203952,2,29.5,15.5,1.5,0.5135
2021-22,Andrew Wiggins,203952,3,28.333333333333332,12.666666666666666,0.6666666666666666,0.36999999999999994
2021-22,Andrew Wiggins,203952,4,34.25,21.0,3.75,0.509
2021-22,Andrew Wiggins,203952,5,31.5,16.5,3.0,0.401
2021-22,Andrew Wiggins,203952,6,34.0,25.666666666666668,0.3333333333333333,0.537
2021-22,Andrew Wiggins,203952,7,34.0,22.0,3.0,0.48350000000000004
2021-22,Andrew Wiggins,203952,8,31.0,14.0,1.0,0.3975
2021-22,Andrew Wiggins,203952,9,28.0,14.0,3.0,0.333
2021-22,Andrew Wiggins,203952,10,31.0,18.333333333333332,1.0,0.4963333333333333
2021-22,Andrew Wiggins,203952,13,33.0,21.333333333333332,2.6666666666666665,0.49933333333333335
2021-22,Andrew Wiggins,203952,14,34.333333333333336,19.666666666666668,3.0,0.49500000000000005
2021-22,Andrew Wiggins,203952,15,25.0,14.0,3.0,0.455
2021-22,Andrew Wiggins,203952,16,34.0,14.5,2.5,0.45799999999999996
2021-22,Andrew Wiggins,203952,17,28.5,18.5,2.0,0.478
2021-22,Andrew Wiggins,203952,18,29.0,19.0,3.0,0.5945
2021-22,Andrew Wiggins,203952,19,29.0,28.0,3.0,0.529
2021-22,Andrew Wiggins,203952,20,27.0,19.0,1.0,0.615
2021-22,Andrew Wiggins,203952,21,34.0,25.0,2.0,0.625
2021-22,Andrew Wiggins,203952,24,29.0,19.0,2.0,0.5
2021-22,Andrew Wiggins,203952,25,33.0,19.0,1.0,0.538
2021-22,Andrew Wiggins,203952,26,32.0,17.0,3.0,0.7
2021-22,Andrew Wiggins,203952,30,32.0,32.0,3.0,0.6
2021-22,Anfernee Simons,1629014,-35,27.0,19.0,3.0,0.412
2021-22,Anfernee Simons,1629014,-31,28.0,11.0,6.0,0.4
2021-22,Anfernee Simons,1629014,-29,29.0,22.0,0.0,0.438
2021-22,Anfernee Simons,1629014,-21,20.0,12.0,1.0,0.385
2021-22,Anfernee Simons,1629014,-20,29.0,16.0,4.0,0.278
2021-22,Anfernee Simons,1629014,-18,34.0,8.0,2.0,0.188
2021-22,Anfernee Simons,1629014,-14,27.0,16.0,4.0,0.545
2021-22,Anfernee Simons,1629014,-13,37.0,19.0,5.0,0.412
2021-22,Anfernee Simons,1629014,-12,34.0,14.0,7.0,0.4
2021-22,Anfernee Simons,1629014,-11,28.0,24.0,3.0,0.5
2021-22,Anfernee Simons,1629014,-10,32.0,15.0,6.0,0.437
2021-22,Anfernee Simons,1629014,-9,31.0,11.5,3.5,0.25
2021-22,Anfernee Simons,1629014,-8,26.0,11.0,2.0,0.5
2021-22,Anfernee Simons,1629014,-6,28.666666666666668,15.0,2.6666666666666665,0.37033333333333335
2021-22,Anfernee Simons,1629014,-5,23.0,5.0,2.0,0.286
2021-22,Anfernee Simons,1629014,-4,28.0,19.0,2.0,0.538
2021-22,Anfernee Simons,1629014,-3,23.0,14.5,1.5,0.5225
