SEASON_YEAR,GAME_DATE,GAME_ID,TEAM_ID,TEAM_NAME,WL,FG3A,FG3_PCT,FTA,FT_PCT,REB,AST,TOV,STL,PLUS_MINUS
2020-21,2021-04-01T00:00:00,22000735,1610612759,San Antonio Spurs,L,40,0.325,24,0.75,46,25,6.0,8,-5.0
2020-21,2021-01-29T00:00:00,22000293,1610612749,Milwaukee Bucks,L,35,0.371,22,0.773,49,29,12.0,5,-5.0
2020-21,2021-04-23T00:00:00,22000901,1610612745,Houston Rockets,L,42,0.31,22,0.864,47,24,14.0,7,-5.0
2020-21,2021-02-06T00:00:00,22000352,1610612743,Denver Nuggets,L,35,0.371,14,0.786,47,30,10.0,3,-5.0
2020-21,2021-04-24T00:00:00,22000907,1610612741,Chicago Bulls,L,38,0.342,13,0.923,42,28,18.0,7,-5.0
2020-21,2021-02-08T00:00:00,22000371,1610612744,Golden State Warriors,L,37,0.351,15,0.733,49,29,20.0,4,-5.0
2020-21,2021-01-24T00:00:00,22000249,1610612754,Indiana Pacers,L,39,0.333,22,0.864,47,23,19.0,10,-5.0
2022-23,2022-12-23T00:00:00,22200488,1610612760,Oklahoma City Thunder,L,35,0.371,25,0.72,47,27,18.0,9,-3.0
2022-23,2022-11-02T00:00:00,22200109,1610612758,Sacramento Kings,L,36,0.361,14,0.857,39,29,12.0,4,-3.0
2022-23,2023-02-28T00:00:00,22200923,1610612737,Atlanta Hawks,L,35,0.371,19,0.895,42,21,9.0,4,-3.0
2022-23,2023-02-13T00:00:00,22200865,1610612742,Dallas Mavericks,L,39,0.333,29,0.759,33,21,11.0,5,-3.0
2022-23,2023-02-03T00:00:00,22200786,1610612758,Sacramento Kings,L,38,0.342,20,0.85,49,24,20.0,6,-3.0
2022-23,2022-12-23T00:00:00,22200486,1610612748,Miami Heat,L,33,0.394,14,0.929,38,23,10.0,7,-3.0
2022-23,2023-02-11T00:00:00,22200846,1610612751,Brooklyn Nets,L,40,0.325,13,0.846,42,23,9.0,7,-3.0
2022-23,2022-12-18T00:00:00,22200446,1610612754,Indiana Pacers,L,38,0.342,23,0.652,44,20,15.0,5,-3.0
2022-23,2022-11-25T00:00:00,22200274,1610612752,New York Knicks,L,41,0.317,28,0.857,44,27,10.0,7,-3.0
2022-23,2023-01-04T00:00:00,22200567,1610612754,Indiana Pacers,L,36,0.361,26,0.885,45,31,13.0,7,-3.0
2022-23,2022-10-26T00:00:00,22200058,1610612766,Charlotte Hornets,L,31,0.419,30,0.667,42,31,15.0,9,-3.0
2022-23,2023-04-07T00:00:00,22201202,1610612766,Charlotte Hornets,L,41,0.317,27,0.741,41,22,17.0,10,-3.0
2022-23,2022-12-20T00:00:00,22200464,1610612756,Phoenix Suns,L,32,0.406,19,0.789,44,26,14.0,2,-3.0
2020-21,2021-01-01T00:00:00,22000075,1610612759,San Antonio Spurs,L,34,0.382,26,0.692,45,23,13.0,3,-6.0
2020-21,2020-12-23T00:00:00,22000013,1610612764,Washington Wizards,L,27,0.481,23,0.696,40,28,20.0,7,-6.0
2020-21,2021-01-01T00:00:00,22000077,1610612746,LA Clippers,L,33,0.394,24,0.875,43,19,10.0,6,-6.0
2020-21,2021-01-18T00:00:00,22000206,1610612765,Detroit Pistons,L,37,0.351,24,0.75,32,24,18.0,8,-6.0
2022-23,2023-01-30T00:00:00,22200763,1610612737,Atlanta Hawks,L,30,0.433,30,0.8,45,26,7.0,5,-4.0
2022-23,2022-12-26T00:00:00,22200503,1610612762,Utah Jazz,L,43,0.302,37,0.838,45,20,12.0,10,-4.0
2022-23,2023-01-13T00:00:00,22200634,1610612764,Washington Wizards,L,42,0.31,26,0.885,50,18,8.0,3,-4.0
2022-23,2022-12-10T00:00:00,22200387,1610612748,Miami Heat,L,34,0.382,28,0.714,32,26,10.0,5,-4.0
2022-23,2023-01-22T00:00:00,22200704,1610612744,Golden State Warriors,L,32,0.406,27,0.778,42,28,12.0,10,-4.0
2022-23,2023-01-26T00:00:00,22200734,1610612756,Phoenix Suns,L,32,0.406,16,0.75,50,24,9.0,4,-4.0
2020-21,2021-04-11T00:00:00,22000807,1610612739,Cleveland Cavaliers,L,40,0.325,17,0.824,36,29,17.0,7,-7.0
2020-21,2021-03-30T00:00:00,22000171,1610612737,Atlanta Hawks,L,32,0.406,21,0.714,36,30,7.0,9,-7.0
2020-21,2021-04-16T00:00:00,22000844,1610612754,Indiana Pacers,L,39,0.333,17,0.941,43,23,10.0,13,-8.0
2020-21,2021-03-20T00:00:00,22000642,1610612744,Golden State Warriors,L,41,0.317,34,0.824,46,23,12.0,8,-8.0
2020-21,2021-02-17T00:00:00,22000443,1610612748,Miami Heat,L,36,0.361,12,0.917,49,28,18.0,8,-8.0
2020-21,2020-12-28T00:00:00,22000041,1610612765,Detroit Pistons,L,41,0.317,24,0.875,48,24,8.0,7,-8.0
2022-23,2023-01-21T00:00:00,22200697,1610612754,Indiana Pacers,L,37,0.351,26,0.846,48,22,15.0,10,-5.0
2022-23,2022-12-03T00:00:00,22200343,1610612762,Utah Jazz,L,36,0.361,28,0.786,44,20,13.0,8,-5.0
2022-23,2022-12-21T00:00:00,22200469,1610612738,Boston Celtics,L,41,0.317,25,0.84,62,26,17.0,11,-5.0
2022-23,2023-03-09T00:00:00,22200997,1610612752,New York Knicks,L,50,0.26,31,0.645,58,27,14.0,8,-5.0
2022-23,2022-11-19T00:00:00,22200238,1610612757,Portland Trail Blazers,L,42,0.31,27,0.815,43,27,18.0,11,-5.0
2022-23,2023-04-04T00:00:00,22201180,1610612751,Brooklyn Nets,L,35,0.371,14,0.786,40,21,10.0,6,-5.0
2022-23,2022-11-12T00:00:00,22200190,1610612757,Portland Trail Blazers,L,31,0.419,35,0.771,44,20,12.0,6,-5.0
2022-23,2022-11-02T00:00:00,22200116,1610612757,Portland Trail Blazers,L,33,0.394,26,0.808,46,27,20.0,5,-5.0
2022-23,2022-12-11T00:00:00,22200395,1610612756,Phoenix Suns,L,38,0.342,17,0.765,42,34,15.0,7,-5.0
2022-23,2023-02-23T00:00:00,22200890,1610612740,New Orleans Pelicans,L,30,0.433,25,0.76,43,23,13.0,6,-5.0
2020-21,2021-04-28T00:00:00,22000936,1610612766,Charlotte Hornets,L,35,0.371,32,0.75,33,29,11.0,7,-9.0
2020-21,2021-01-12T00:00:00,22000163,1610612744,Golden State Warriors,L,38,0.342,22,0.636,46,25,16.0,8,-9.0
2020-21,2021-05-15T00:00:00,22001064,1610612766,Charlotte Hornets,L,49,0.265,24,0.75,51,28,8.0,5,-9.0
2020-21,2021-02-06T00:00:00,22000355,1610612763,Memphis Grizzlies,L,39,0.333,19,0.842,45,27,10.0,5,-9.0
2020-21,2021-05-10T00:00:00,22001027,1610612739,Cleveland Cavaliers,L,39,0.333,30,0.767,50,21,12.0,8,-9.0
2020-21,2021-05-07T00:00:00,22001011,1610612758,Sacramento Kings,L,32,0.406,15,0.6,35,27,16.0,10,-9.0
2020-21,2021-03-23T00:00:00,22000664,1610612748,Miami Heat,L,36,0.361,17,0.882,50,23,14.0,3,-10.0
2020-21,2020-12-26T00:00:00,22000021,1610612763,Memphis Grizzlies,L,43,0.302,29,0.862,46,20,10.0,5,-10.0
2020-21,2021-04-04T00:00:00,22000761,1610612753,Orlando Magic,L,35,0.371,17,0.706,36,27,12.0,11,-10.0
2020-21,2021-02-24T00:00:00,22000494,1610612765,Detroit Pistons,L,36,0.361,16,0.688,38,31,13.0,8,-10.0
2020-21,2020-12-29T00:00:00,22000047,1610612765,Detroit Pistons,L,35,0.371,29,0.793,45,21,15.0,8,-10.0
2020-21,2021-01-27T00:00:00,22000271,1610612766,Charlotte Hornets,L,38,0.342,21,0.905,39,28,11.0,3,-10.0
2020-21,2021-04-21T00:00:00,22000442,1610612765,Detroit Pistons,L,32,0.406,31,0.774,42,30,14.0,2,-10.0
2020-21,2020-12-26T00:00:00,22000024,1610612764,Washington Wizards,L,37,0.351,28,0.536,43,28,14.0,5,-10.0
2020-21,2021-04-16T00:00:00,22000850,1610612741,Chicago Bulls,L,34,0.382,15,0.8,46,34,12.0,3,-11.0
2020-21,2021-02-06T00:00:00,22000356,1610612761,Toronto Raptors,L,38,0.342,34,0.765,38,24,7.0,9,-11.0
2020-21,2021-04-21T00:00:00,22000884,1610612751,Brooklyn Nets,L,41,0.317,23,0.783,50,19,13.0,3,-11.0
2022-23,2022-10-29T00:00:00,22200082,1610612744,Golden State Warriors,L,44,0.295,16,0.75,49,31,10.0,8,-7.0
2022-23,2023-02-03T00:00:00,22200792,1610612762,Utah Jazz,L,44,0.295,18,0.722,50,20,15.0,4,-7.0
2022-23,2022-12-05T00:00:00,22200354,1610612737,Atlanta Hawks,L,38,0.342,17,0.765,54,24,18.0,7,-7.0
2022-23,2022-11-28T00:00:00,22200302,1610612753,Orlando Magic,L,31,0.419,22,0.591,35,18,18.0,9,-7.0
2020-21,2021-01-04T00:00:00,22000097,1610612761,Toronto Raptors,L,37,0.351,38,0.763,37,20,10.0,13,-12.0
2020-21,2021-04-21T00:00:00,22000889,1610612763,Memphis Grizzlies,L,30,0.433,23,0.696,42,19,13.0,6,-12.0
2020-21,2021-03-11T00:00:00,22000569,1610612738,Boston Celtics,L,40,0.325,22,0.636,39,22,11.0,10,-12.0
2020-21,2021-04-19T00:00:00,22000872,1610612760,Oklahoma City Thunder,L,33,0.394,27,0.815,48,23,19.0,6,-12.0
2020-21,2021-03-16T00:00:00,22000613,1610612745,Houston Rockets,L,34,0.382,13,0.769,37,27,13.0,6,-12.0
2020-21,2021-03-19T00:00:00,22000638,1610612750,Minnesota Timberwolves,L,35,0.371,18,0.778,39,22,20.0,8,-12.0
2020-21,2021-04-09T00:00:00,22000791,1610612741,Chicago Bulls,L,33,0.394,14,0.929,38,25,13.0,6,-12.0
2020-21,2021-04-06T00:00:00,22000773,1610612748,Miami Heat,L,33,0.394,18,0.611,35,34,14.0,9,-12.0
2020-21,2021-03-31T00:00:00,22000724,1610612745,Houston Rockets,L,40,0.325,24,0.708,31,22,13.0,5,-12.0
2022-23,2022-11-18T00:00:00,22200231,1610612740,New Orleans Pelicans,L,35,0.371,13,0.769,37,24,13.0,13,-8.0
2022-23,2022-11-16T00:00:00,22200215,1610612748,Miami Heat,L,35,0.371,22,0.864,23,19,23.0,5,-8.0
2022-23,2023-01-26T00:00:00,22200731,1610612751,Brooklyn Nets,L,38,0.342,27,0.852,40,24,16.0,5,-8.0
2022-23,2022-12-05T00:00:00,22200359,1610612744,Golden State Warriors,L,44,0.295,19,0.789,47,26,12.0,6,-8.0
2022-23,2022-12-26T00:00:00,22200498,1610612739,Cleveland Cavaliers,L,36,0.361,30,0.867,33,21,12.0,8,-8.0
2022-23,2022-12-21T00:00:00,22200466,1610612749,Milwaukee Bucks,L,30,0.433,22,0.682,46,20,21.0,7,-8.0
2022-23,2023-01-17T00:00:00,22200665,1610612761,Toronto Raptors,L,35,0.371,27,0.63,50,20,9.0,7,-8.0
2022-23,2022-10-29T00:00:00,22200085,1610612737,Atlanta Hawks,L,29,0.448,15,0.8,42,19,13.0,5,-8.0
2022-23,2023-03-08T00:00:00,22200991,1610612761,Toronto Raptors,L,32,0.406,14,0.929,41,21,12.0,12,-8.0
2022-23,2023-03-10T00:00:00,22201002,1610612743,Denver Nuggets,L,35,0.371,20,0.95,33,32,14.0,14,-8.0
2020-21,2021-01-31T00:00:00,22000309,1610612753,Orlando Magic,L,36,0.361,28,0.821,42,22,11.0,8,-13.0
2020-21,2021-02-10T00:00:00,22000385,1610612740,New Orleans Pelicans,L,36,0.361,26,0.808,35,27,12.0,11,-13.0
2020-21,2021-01-08T00:00:00,22000129,1610612749,Milwaukee Bucks,L,42,0.31,21,0.81,45,18,12.0,5,-13.0
2020-21,2021-05-01T00:00:00,22000957,1610612765,Detroit Pistons,L,37,0.351,17,0.647,43,27,13.0,6,-13.0
2020-21,2021-02-09T00:00:00,22000379,1610612738,Boston Celtics,L,29,0.448,23,0.826,35,18,9.0,2,-14.0
2020-21,2021-02-25T00:00:00,22000498,1610612742,Dallas Mavericks,L,34,0.382,23,0.87,50,17,22.0,2,-14.0
2022-23,2022-11-01T00:00:00,22200106,1610612750,Minnesota Timberwolves,L,34,0.382,24,0.833,42,24,18.0,5,-9.0
2022-23,2022-10-28T00:00:00,22200072,1610612738,Boston Celtics,L,33,0.394,32,0.813,34,28,19.0,9,-9.0
2022-23,2023-03-11T00:00:00,22201013,1610612756,Phoenix Suns,L,44,0.295,22,0.818,40,30,14.0,11,-9.0
2022-23,2022-10-18T00:00:00,22200001,1610612755,Philadelphia 76ers,L,34,0.382,28,0.857,31,16,14.0,8,-9.0
2022-23,2022-11-06T00:00:00,22200141,1610612741,Chicago Bulls,L,36,0.361,13,0.846,46,27,17.0,5,-9.0
2022-23,2023-03-29T00:00:00,22201138,1610612748,Miami Heat,L,39,0.333,14,0.643,35,20,11.0,5,-9.0
2022-23,2023-01-17T00:00:00,22200667,1610612757,Portland Trail Blazers,L,40,0.325,25,0.96,35,21,13.0,3,-9.0
2020-21,2021-02-08T00:00:00,22000369,1610612763,Memphis Grizzlies,L,39,0.333,29,0.897,42,27,15.0,7,-15.0
2020-21,2021-04-23T00:00:00,22000898,1610612748,Miami Heat,L,37,0.351,16,0.875,30,24,13.0,10,-15.0
2020-21,2021-01-06T00:00:00,22000113,1610612765,Detroit Pistons,L,41,0.317,30,0.867,47,20,9.0,6,-15.0
2020-21,2021-01-02T00:00:00,22000082,1610612766,Charlotte Hornets,L,35,0.371,26,0.885,40,34,12.0,15,-15.0
2020-21,2021-05-04T00:00:00,22000983,1610612739,Cleveland Cavaliers,L,29,0.448,27,0.852,42,29,18.0,3,-16.0
2020-21,2021-05-05T00:00:00,22000995,1610612752,New York Knicks,L,35,0.371,27,0.667,42,18,15.0,6,-16.0
2020-21,2021-04-21T00:00:00,22000881,1610612741,Chicago Bulls,L,37,0.351,18,0.778,41,27,20.0,6,-16.0
2020-21,2021-04-10T00:00:00,22000802,1610612745,Houston Rockets,L,37,0.351,20,0.7,45,25,18.0,8,-16.0
2022-23,2023-02-14T00:00:00,22200868,1610612753,Orlando Magic,L,31,0.419,18,0.778,29,26,19.0,6,-10.0
2022-23,2022-12-09T00:00:00,22200385,1610612762,Utah Jazz,L,44,0.295,24,0.708,40,22,11.0,9,-10.0
2022-23,2023-03-26T00:00:00,22201114,1610612747,Los Angeles Lakers,L,36,0.361,28,0.679,38,24,18.0,5,-10.0
2022-23,2023-01-12T00:00:00,22200629,1610612766,Charlotte Hornets,L,33,0.394,27,0.704,42,27,22.0,6,-10.0
2022-23,2023-02-15T00:00:00,22200873,1610612759,San Antonio Spurs,L,38,0.342,20,0.75,58,24,15.0,7,-10.0
2022-23,2022-12-04T00:00:00,22200347,1610612765,Detroit Pistons,L,35,0.371,30,0.833,39,26,15.0,7,-10.0
2022-23,2023-01-27T00:00:00,22200736,1610612754,Indiana Pacers,L,33,0.394,28,0.714,38,22,13.0,10,-10.0
2020-21,2021-01-04T00:00:00,22000094,1610612766,Charlotte Hornets,L,39,0.333,22,0.727,47,30,17.0,4,-17.0
2020-21,2021-04-14T00:00:00,22000838,1610612748,Miami Heat,L,32,0.406,18,0.833,30,29,8.0,7,-17.0
2020-21,2021-01-30T00:00:00,22000304,1610612759,San Antonio Spurs,L,29,0.448,26,0.808,38,25,14.0,7,-17.0
2020-21,2021-01-27T00:00:00,22000279,1610612764,Washington Wizards,L,38,0.342,21,0.905,39,29,11.0,11,-18.0
2022-23,2023-01-12T00:00:00,22200627,1610612751,Brooklyn Nets,L,34,0.382,11,0.818,31,26,12.0,8,-11.0
2020-21,2021-01-20T00:00:00,22000224,1610612758,Sacramento Kings,L,28,0.464,12,0.417,39,25,18.0,11,-19.0
2020-21,2021-04-08T00:00:00,22000787,1610612757,Portland Trail Blazers,L,48,0.271,18,0.778,41,18,6.0,3,-19.0
2020-21,2021-04-30T00:00:00,22000952,1610612751,Brooklyn Nets,L,41,0.317,19,0.842,42,20,8.0,6,-19.0
2020-21,2021-02-22T00:00:00,22000474,1610612745,Houston Rockets,L,40,0.325,19,0.684,46,20,9.0,7,-20.0
2020-21,2021-05-10T00:00:00,22001029,1610612749,Milwaukee Bucks,L,41,0.317,23,0.783,34,26,8.0,6,-21.0
2020-21,2021-04-23T00:00:00,22000903,1610612743,Denver Nuggets,L,46,0.283,20,0.8,36,26,9.0,9,-21.0
2020-21,2021-01-01T00:00:00,22000074,1610612750,Minnesota Timberwolves,L,36,0.361,21,0.571,43,17,20.0,9,-21.0
2022-23,2023-01-16T00:00:00,22200656,1610612766,Charlotte Hornets,L,31,0.419,30,0.767,38,26,5.0,7,-12.0
2022-23,2023-03-31T00:00:00,22201157,1610612750,Minnesota Timberwolves,L,39,0.333,19,0.842,39,25,16.0,10,-12.0
2022-23,2023-02-28T00:00:00,22200927,1610612747,Los Angeles Lakers,L,34,0.382,23,0.87,56,22,26.0,5,-12.0
2022-23,2023-04-04T00:00:00,22201179,1610612764,Washington Wizards,L,27,0.481,21,0.714,42,30,9.0,7,-12.0
2022-23,2023-03-24T00:00:00,22201098,1610612759,San Antonio Spurs,L,38,0.342,15,0.6,41,35,5.0,4,-12.0
2022-23,2022-10-21T00:00:00,22200017,1610612766,Charlotte Hornets,L,34,0.382,14,0.786,37,30,14.0,9,-12.0
2020-21,2021-04-01T00:00:00,22000732,1610612766,Charlotte Hornets,L,38,0.342,19,0.842,43,22,12.0,11,-22.0
2020-21,2021-03-27T00:00:00,22000696,1610612750,Minnesota Timberwolves,L,40,0.325,28,0.786,40,26,13.0,8,-22.0
2020-21,2020-12-25T00:00:00,22000008,1610612742,Dallas Mavericks,L,32,0.406,26,0.769,27,20,9.0,13,-23.0
2020-21,2020-12-29T00:00:00,22000054,1610612750,Minnesota Timberwolves,L,38,0.342,17,0.824,39,22,14.0,7,-23.0
2020-21,2021-03-18T00:00:00,22000626,1610612760,Oklahoma City Thunder,L,34,0.382,16,0.75,38,18,10.0,5,-23.0
2020-21,2021-01-14T00:00:00,22000178,1610612757,Portland Trail Blazers,L,43,0.302,10,1.0,43,16,18.0,8,-24.0
2020-21,2021-02-08T00:00:00,22000367,1610612745,Houston Rockets,L,47,0.277,16,0.688,39,20,12.0,9,-25.0
2020-21,2021-01-27T00:00:00,22000275,1610612748,Miami Heat,L,45,0.289,11,0.818,38,24,17.0,6,-27.0
2020-21,2021-04-08T00:00:00,22000785,1610612760,Oklahoma City Thunder,L,32,0.406,13,0.692,44,28,18.0,5,-27.0
2022-23,2023-03-18T00:00:00,22201061,1610612744,Golden State Warriors,L,35,0.371,34,0.824,42,27,13.0,3,-14.0
2022-23,2022-12-28T00:00:00,22200518,1610612747,Los Angeles Lakers,L,36,0.361,15,0.733,44,25,26.0,2,-14.0
2022-23,2023-01-22T00:00:00,22200701,1610612742,Dallas Mavericks,L,35,0.371,26,0.577,38,15,10.0,3,-14.0
2022-23,2022-12-13T00:00:00,22200411,1610612756,Phoenix Suns,L,51,0.255,19,0.947,44,22,10.0,13,-14.0
2022-23,2023-03-18T00:00:00,22201059,1610612764,Washington Wizards,L,36,0.361,27,0.852,46,27,10.0,6,-14.0
2020-21,2021-01-04T00:00:00,22000096,1610612760,Oklahoma City Thunder,L,48,0.271,27,0.704,38,20,18.0,6,-28.0
2020-21,2021-02-09T00:00:00,22000377,1610612745,Houston Rockets,L,43,0.302,21,0.571,37,24,12.0,5,-29.0
2020-21,2021-02-01T00:00:00,22000318,1610612760,Oklahoma City Thunder,L,34,0.382,19,0.789,45,21,17.0,8,-30.0
2020-21,2021-04-13T00:00:00,22000817,1610612750,Minnesota Timberwolves,L,49,0.265,33,0.727,44,16,14.0,13,-30.0
2020-21,2021-02-16T00:00:00,22000429,1610612763,Memphis Grizzlies,L,31,0.419,18,0.889,32,23,19.0,10,-31.0
2020-21,2021-03-15T00:00:00,22000608,1610612744,Golden State Warriors,L,37,0.351,24,0.667,30,24,22.0,9,-31.0
2020-21,2021-02-01T00:00:00,22000320,1610612759,San Antonio Spurs,L,37,0.351,22,0.682,42,28,15.0,8,-31.0
2020-21,2021-03-11T00:00:00,22000573,1610612752,New York Knicks,L,37,0.351,21,0.667,38,19,15.0,3,-33.0
2022-23,2022-12-14T00:00:00,22200421,1610612742,Dallas Mavericks,L,38,0.342,26,0.731,33,17,13.0,2,-15.0
2022-23,2023-04-05T00:00:00,22201189,1610612765,Detroit Pistons,L,28,0.464,14,0.929,34,27,14.0,5,-15.0
2022-23,2022-12-26T00:00:00,22200501,1610612741,Chicago Bulls,L,35,0.371,21,0.714,35,27,8.0,6,-15.0
2022-23,2023-01-20T00:00:00,22200684,1610612752,New York Knicks,L,30,0.433,17,0.765,34,27,12.0,5,-15.0
2020-21,2021-04-22T00:00:00,22000893,1610612753,Orlando Magic,L,36,0.361,19,0.789,40,13,6.0,6,-35.0
2020-21,2021-05-05T00:00:00,22000991,1610612739,Cleveland Cavaliers,L,38,0.342,26,0.692,42,23,9.0,9,-36.0
2022-23,2022-12-18T00:00:00,22200448,1610612761,Toronto Raptors,L,33,0.394,22,0.773,43,21,14.0,6,-16.0
2022-23,2023-03-16T00:00:00,22201044,1610612760,Oklahoma City Thunder,L,31,0.419,20,0.9,39,18,13.0,5,-17.0
2022-23,2023-02-24T00:00:00,22200896,1610612739,Cleveland Cavaliers,L,35,0.371,29,0.897,35,20,11.0,9,-17.0
2022-23,2022-11-11T00:00:00,22200177,1610612756,Phoenix Suns,L,42,0.31,9,0.889,38,22,11.0,7,-17.0
2022-23,2023-01-25T00:00:00,22200728,1610612758,Sacramento Kings,L,32,0.406,13,0.923,34,29,19.0,6,-18.0
2022-23,2022-11-23T00:00:00,22200261,1610612757,Portland Trail Blazers,L,31,0.419,13,1.0,32,28,17.0,9,-18.0
2022-23,2023-03-03T00:00:00,22200947,1610612757,Portland Trail Blazers,L,39,0.333,20,0.8,34,22,18.0,11,-18.0
2022-23,2022-12-05T00:00:00,22200358,1610612756,Phoenix Suns,L,37,0.351,26,0.692,41,28,13.0,5,-19.0
2022-23,2022-11-07T00:00:00,22200149,1610612749,Milwaukee Bucks,L,40,0.325,16,0.813,41,21,19.0,5,-19.0
2022-23,2023-03-25T00:00:00,22201110,1610612755,Philadelphia 76ers,L,31,0.419,27,0.889,36,21,13.0,3,-20.0
2022-23,2023-04-08T00:00:00,22201214,1610612759,San Antonio Spurs,L,29,0.448,24,0.75,45,34,13.0,5,-20.0
2022-23,2023-01-23T00:00:00,22200706,1610612765,Detroit Pistons,L,32,0.406,40,0.775,41,26,20.0,10,-20.0
2022-23,2023-01-23T00:00:00,22200711,1610612759,San Antonio Spurs,L,27,0.481,26,0.769,40,30,15.0,7,-20.0
2022-23,2023-02-06T00:00:00,22200812,1610612745,Houston Rockets,L,32,0.406,24,0.792,39,27,14.0,5,-20.0
2022-23,2022-12-16T00:00:00,22200436,1610612757,Portland Trail Blazers,L,37,0.351,25,0.76,42,21,12.0,4,-20.0
2022-23,2022-12-25T00:00:00,22200495,1610612749,Milwaukee Bucks,L,36,0.361,27,0.778,39,22,15.0,8,-21.0
2022-23,2023-04-04T00:00:00,22201188,1610612759,San Antonio Spurs,L,40,0.325,14,0.786,38,25,12.0,7,-21.0
2022-23,2023-03-23T00:00:00,22201096,1610612760,Oklahoma City Thunder,L,39,0.333,11,0.909,40,24,14.0,6,-22.0
2022-23,2023-03-21T00:00:00,22201078,1610612765,Detroit Pistons,L,40,0.325,24,0.833,35,20,10.0,8,-22.0
2022-23,2023-01-01T00:00:00,22200548,1610612749,Milwaukee Bucks,L,49,0.265,15,0.933,44,22,16.0,11,-23.0
2022-23,2022-11-04T00:00:00,22200120,1610612765,Detroit Pistons,L,37,0.351,15,0.867,34,16,19.0,10,-24.0
2022-23,2023-04-06T00:00:00,22201197,1610612753,Orlando Magic,L,39,0.333,19,0.789,39,21,22.0,8,-24.0
2022-23,2023-04-02T00:00:00,22201171,1610612745,Houston Rockets,L,34,0.382,10,0.8,44,23,10.0,4,-25.0
2022-23,2023-01-29T00:00:00,22200755,1610612740,New Orleans Pelicans,L,34,0.382,21,0.714,38,25,12.0,7,-25.0
2022-23,2022-12-28T00:00:00,22200516,1610612756,Phoenix Suns,L,31,0.419,16,0.688,30,25,11.0,7,-25.0
2022-23,2023-01-18T00:00:00,22200673,1610612740,New Orleans Pelicans,L,30,0.433,18,0.611,38,27,18.0,5,-26.0
2022-23,2022-11-29T00:00:00,22200309,1610612765,Detroit Pistons,L,39,0.333,20,0.65,30,28,16.0,7,-30.0
2022-23,2023-03-21T00:00:00,22201080,1610612759,San Antonio Spurs,L,41,0.317,19,0.579,37,22,16.0,8,-35.0
2022-23,2022-12-15T00:00:00,22200425,1610612749,Milwaukee Bucks,L,50,0.26,27,0.667,39,22,9.0,5,-41.0
2015-16,2015-12-19T00:00:00,21500398,1610612760,Oklahoma City Thunder,W,19,0.474,25,0.68,56,28,15.0,6,40.0
2015-16,2015-12-14T00:00:00,21500364,1610612759,San Antonio Spurs,W,21,0.429,27,0.926,48,24,11.0,6,37.0
2015-16,2016-03-14T00:00:00,21500993,1610612760,Oklahoma City Thunder,W,17,0.529,26,0.808,52,31,13.0,10,34.0
2015-16,2015-12-26T00:00:00,21500453,1610612757,Portland Trail Blazers,W,22,0.409,19,0.737,49,28,9.0,9,29.0
2015-16,2016-01-21T00:00:00,21500644,1610612759,San Antonio Spurs,W,14,0.643,28,0.857,43,24,8.0,8,28.0
2015-16,2015-10-30T00:00:00,21500028,1610612759,San Antonio Spurs,W,22,0.409,13,1.0,56,23,18.0,7,27.0
2015-16,2015-10-28T00:00:00,21500012,1610612752,New York Knicks,W,23,0.391,35,0.829,49,24,11.0,11,25.0
2015-16,2016-01-25T00:00:00,21500668,1610612738,Boston Celtics,W,22,0.409,23,0.826,43,31,11.0,12,25.0
2015-16,2016-01-06T00:00:00,21500532,1610612759,San Antonio Spurs,W,21,0.429,13,0.769,38,34,13.0,10,25.0
2015-16,2016-01-04T00:00:00,21500516,1610612759,San Antonio Spurs,W,20,0.45,20,0.8,44,32,13.0,11,25.0
2015-16,2015-12-14T00:00:00,21500358,1610612753,Orlando Magic,W,21,0.429,20,0.7,43,24,16.0,12,23.0
2015-16,2016-01-02T00:00:00,21500496,1610612758,Sacramento Kings,W,23,0.391,34,0.794,46,30,15.0,9,23.0
2015-16,2016-03-24T00:00:00,21501071,1610612760,Oklahoma City Thunder,W,22,0.409,22,0.636,39,27,15.0,13,22.0
2015-16,2016-01-22T00:00:00,21500647,1610612762,Utah Jazz,W,16,0.563,15,0.867,40,28,18.0,5,22.0
2015-16,2016-01-03T00:00:00,21500508,1610612748,Miami Heat,W,23,0.391,12,0.833,54,27,13.0,8,22.0
2015-16,2016-03-27T00:00:00,21501095,1610612758,Sacramento Kings,W,20,0.45,30,0.733,41,32,11.0,11,22.0
2015-16,2016-03-11T00:00:00,21500969,1610612762,Utah Jazz,W,16,0.563,38,0.763,42,15,18.0,10,21.0
2015-16,2015-11-23T00:00:00,21500205,1610612749,Milwaukee Bucks,W,13,0.692,17,0.824,45,30,12.0,12,21.0
2015-16,2015-12-09T00:00:00,21500327,1610612762,Utah Jazz,W,21,0.429,23,0.826,51,26,16.0,6,21.0
2015-16,2015-12-21T00:00:00,21500417,1610612762,Utah Jazz,W,25,0.36,37,0.784,47,16,11.0,8,21.0
2015-16,2015-10-30T00:00:00,21500030,1610612744,Golden State Warriors,W,26,0.346,25,0.68,47,26,8.0,9,20.0
2015-16,2015-12-06T00:00:00,21500301,1610612765,Detroit Pistons,W,24,0.375,26,0.769,61,20,17.0,11,20.0
2015-16,2015-11-28T00:00:00,21500242,1610612759,San Antonio Spurs,W,17,0.529,20,0.95,49,25,16.0,11,20.0
